seeds: 862276159 59873817 391478845 36137774 641675771 86153966 696096725 21709689 670927817 81808951 493687808 66597212 883574476 64706342 632887479 46725929 767446164 36216520 241650700 97678887 722666148 61543458 147118730 85266915 309888610 87914308 691943189 96084141 935509174 56025925 196835156 43204494 622742136 27206026 936397542 46326727 272496057 37674565 752818519 96752694 440297520 49442079 114641442 84841354 344981649 61915776 375937613 36015014 692223471 60891331 288698467 94215697 434486800 61710234 350595579 42228515 471529365 68191319 855259149 23720158 302085645 12008066 327576907 82123527 688011178 89878091 320791040 62201815 773455302 72212818 908084030 25441103 198197406 94937985 683451073 96968073 808340872 75168221 894007198 43494312 778241036 52874956 249241893 36373328 224667795 53702296 226650564 88223109 293593300 22542468 224928492 14102983 726591346 19326521 504128211 79707412 164887716 48467276 425928134 39098866 285506666 79460117 711784491 11987214 125667760 87462458 949243278 18824032 533247669 28350761 706665018 39107833 887631372 33628560 196746554 56194307 256901323 12814290 311302128 98526846 821607133 81774060 632164747 72154207 769282782 44397247 784363913 69432460 212102261 24220516 529175165 49687079 711981049 73544941 947813679 12028497 204188642 35214024 313070374 80113264 545286800 11574355 234649847 96749234 498442306 35534094 252738125 84261311 939681167 57286323 486518983 12745789 331638180 11056616 508608441 12645545 898519517 87181138 558933029 65287374 578795919 47623876 128430142 68793450 138946858 50657261 167047142 97253016 606889557 64154951 177743043 61059583 345391671 74892984 727505811 69308431 898299916 92788786 603263562 95422493 169166227 86609835 261015790 61465847 383252324 18592885 596043048 39522282 317610218 45084768 628331041 31871652 741612832 43693595 605734229 68227643 882856680 39371294 755523136 50411531 917892404 33240468 173339363 98208212 114025182 78665341 193607763 98721825 519288394 24191990 439089466 47162241 646013667 47090998 515654635 12090260 255425897 84042476 299954921 30622006 542196418 49109015 897353144 65574825 216505235 32748581 110438463 59489600 646922963 58319860 200950018 76783411 652462975 70725720 175610934 86084773 814899254 92926131 824857083 96339299 818917465 28128173 658434883 39319188 891997137 67004615 189314643 98327849 774539044 50255671 231407777 95250333 851343272 87039867 550778046 15394157

seed-to-soil map:
879817891 506224133 17631
539499503 762239048 41704
510853805 135784545 16630
233608786 540603857 10690
453415032 139006545 20554
622051686 916246288 28889
733092159 240214005 34640
454571727 644834840 29262
736064935 622943856 17803
904104261 978594084 34839
938254960 978750180 28783
124727770 760734824 13271
565593439 432612817 10800
462027862 152960067 17989
754538772 799521348 28052
533782083 922750293 17924
223608668 433430976 39434
341262518 240729850 12104
261350814 132121476 42709
637949807 428115713 23434
832028102 164149837 13102
776006514 482827442 18754
325783659 125566497 32974
806897657 764176416 15190
217603198 406865031 32611
696584248 846364919 41080
594634923 442389318 36129
728617659 376819786 39774
682236623 247380418 31768
694019458 571559008 37039
488879316 122693893 21918
461981115 842470937 18116
724912661 296300760 29861
962622462 930415445 36698
349226365 149774810 20708
868074876 109788900 21453
166257911 266191752 16786
202518028 367489896 26846
717291818 300828796 19228
618601167 670713647 35086
509461260 877018732 25919
735078784 717520985 31974
768295430 218268367 11945
763766056 428890676 23534
628068480 882928374 40503
363680836 422688118 15197
769136183 627611084 44832
786786069 227945739 19008
266547041 713569516 45237
647027647 336180180 19698
839609250 262972601 40918
767087071 437161555 21219
256672616 224290262 43593
394408037 604978347 22158
633187143 953926555 38387
896110794 735990418 14400
325436592 594071387 41657
689786629 645980884 30031
125584639 172671411 26143
188517023 240787858 32244
371290144 801469609 44258
345530308 602521048 18836
340119271 256643276 24061
808239346 107939932 47809
118430222 415446431 14692
902617556 856733491 10241
838597451 558405768 48961
371152435 349933481 20640
926825616 332250462 28657
328038962 365510318 34302
993527420 491768097 31026
712992092 528128530 34350
584597704 134719251 44265
747015886 523945133 36069
112949863 629071550 39340
206310498 398539601 27771
134923488 679585208 38994
721323466 591022279 15552
446063266 706505097 28139
360938741 244697517 46397
801477132 933762350 19298
991188524 342163053 12350
857755706 646215893 17731
376909601 636897411 25880
474966863 962994524 48194
649304644 236578954 23595
454546438 246320830 37588
833367432 250681699 11774
848786209 659617129 35634
812306401 520164182 31463
844359227 794134690 29811
911816855 633351988 24919
554701990 544636573 26025
150351517 941014725 48589
387506476 933282242 16283
670501324 835631163 48522
306620633 331973728 11515
534065719 757799947 15523
381601776 263293684 30271
310754629 292984755 22281
520644372 373173073 25645
780980996 920199101 37227
620657968 143177479 15457
771912192 708350595 35289
215120187 195213169 18796
833491169 387670860 35872
812806493 776639808 41971
109374356 605137628 11977
647624339 471314067 15687
482309149 414290276 12677
754845212 615772664 15936
237583273 233683908 30617
518616956 924510358 29203
758982901 513008740 15708
244634249 474028281 16071
352873068 323599782 44020
228283363 208629780 20873
398241379 555114274 46262
330391598 330344461 12806
535734730 168741692 25793
651070095 220105026 40031
464635852 792501997 25932
271516655 759243730 16944
927778562 241094377 12379
950592682 220378471 15869
293669652 179224066 20410
655466841 382130748 24205
638698676 470057860 43387
167528865 601655544 35668
823852035 299672247 11257
657173679 162744464 27994
535477861 839846907 32417
939123959 692029323 34176
269957802 499084914 20489
720476493 749482754 18764
507843870 218336426 13166
369011065 996061014 14338
574758264 962724471 19559
215852879 643494524 10970
826620562 521595081 11396
193643685 828050007 38992
386288743 556156243 13524
967063871 897832059 10175
147577533 510137073 23251
482453864 490513864 46234
575547819 752736550 48647
480364130 705930017 18432
114246360 234309886 14719
605204110 237475985 26698
507458809 520850139 23369
627412573 419580264 10291
301208069 343748413 12938
266160433 986124102 23560
206502503 554967068 28955
135886901 940835398 14526
310693049 577427953 34998
270046504 734311545 33309
739992304 639158226 16346
123695255 983484940 39324
714004311 531812374 42617
564969206 253206159 16248
639294555 578430737 12063
636757972 819545530 36019
795444807 416946113 48009
216316641 760375663 11926
100062714 541297716 19540
764356517 128241025 46790
445118375 657437750 15435
804063230 204460796 30635
943999655 845968679 23034
716005942 897540683 35657
790339526 572454679 25822
281687622 274514502 36677
230833842 629460134 19099
418163278 594451511 47010
165652340 956610019 16353
911409386 667609404 47390
753374984 243299389 27799
277227432 604097128 16452
485457220 193723853 38348
977813930 684289952 40067
512479151 366249312 17468
733863745 651575122 22176
176768828 936766035 37513
477893211 851755760 19828
298201436 632248545 15735
776255336 859869460 26376
508259159 950483791 16112
199348907 733751552 32629
861053149 456510586 25787
358628562 495551271 35632
809399587 228864091 33750
424522974 656348502 43412
263120254 493380614 10657
932731266 358262166 44261
259234980 262317880 47889
594548782 581189846 23007
800269692 492031391 32148
800760296 467386374 32704
647354480 319153617 43767
761419155 140407675 13457
614465041 558778710 33917
874219354 825133856 13046
269387010 827631672 21203
733500730 999935498 18754
338396326 888239869 26012
561813012 735686398 13262
278726812 594354776 42062
172600985 738775866 45875
247533766 902110963 38297
544466556 560985909 20824
453745634 390601941 28562
597353904 689646037 18066
267577903 608297846 41237
452515342 124485164 43446
129254969 652838271 34837
122772906 811403387 15789
400128712 654336036 28385
714105595 286252444 17835
897921635 876762669 44053
270443133 646351659 12682
264112751 293794623 11023
183882351 689378132 16751
798979683 243918418 26183
229958924 564261243 34101
994034719 149512031 26873
810266831 631867986 18109
130649839 286484505 33895
358037172 428845689 42529
346018230 629647553 19373
960828216 533360623 42526
913350107 629943353 22659
197292990 604070920 11418
165998525 959910850 41101
433494824 155797905 46183
881377742 488177635 39068
249115949 569353480 29684
911561803 377519420 21714
266171924 886779070 17175
783407012 215343836 34591
979282826 247804916 21347
775069255 420701213 22040
187943277 409471260 18089
988079540 907417640 30045
382866432 812288812 33318
914857859 951105721 11133
154517761 523259238 10376
604002144 133601578 22760
165182963 331561940 12050
405853513 974479032 15517
102023742 212076635 38389
862917330 497987138 21181
466543211 669555052 28512
218244811 420875930 49818
765679450 606159965 36902
928295288 705430399 20395
659410434 276909308 24642
436008072 620257290 21867
966494844 486348499 22570
743694515 974520714 23817
198601517 122565982 21448
335125852 350826474 44254
491912848 161483477 16856
894803247 206703485 47169
700745579 669762857 19915
589138188 734590839 14035
543997152 247083097 38666
507629005 315335192 40184
524094722 524988311 19127
586026546 731661809 35617
784675656 913766881 46332
609358618 454059183 31549
852043729 310095401 22314
505096244 440728957 49388
849975718 160065877 43269
699614915 790930931 42663
890712990 449074753 29710
550285898 351474069 36699
806527821 128518154 21731
950831073 137630533 29228
719053002 364069025 37817
848658700 719073744 48583
996956390 812989650 40842
257594813 791723591 27296
471321233 305634174 35220
439919931 858085472 25833
630342974 446559221 21096
459457464 664058092 17124
150731084 712442731 34306
619265470 970396209 18536
825796499 601733291 46753
595367479 870208997 40714
791955334 345169507 13068
987737093 725509904 23459
970766672 390011465 36487
764015239 719158452 47031
761063799 297704168 47438
242921826 776931717 48202
303946759 956060332 41749
437090992 136944422 17135
126893221 353837099 19219
642530055 186134795 26760
206705536 306727067 18749
542468968 435008873 22853
774451970 966400643 33411
617562587 565827559 48309
132946993 538234056 11753
225849328 407558285 41639
936012405 180034842 21842
257679306 126902760 19888
941301497 971301293 48975
741722860 845187199 21762
603738565 327282536 42514
109880672 882083872 21737
631852418 240072179 36202
135186349 801854131 47178
217329203 131935134 31512
656920787 550997740 16345
533709015 134049498 28220
299378539 818748647 33344
921716594 442242044 44250
728267323 304914289 46645
372787540 515150229 44561
711772850 457114924 15361
970524391 572531476 29372
805491833 241264064 35861
231571225 753025953 42572
753540284 336045232 35144
457239811 412261860 19068
823414362 130897258 47206
442768414 219182397 49560
491069677 104053902 32546
796963854 679155685 14080
363096403 710204412 10270
473462029 196456102 28313
492638230 196805850 31694
142129713 711625482 24235
256027147 764386429 40219
856239042 382782615 22653
151694953 252945547 32199
605122223 217542202 32821
111615839 210119324 45112
715655032 525099776 38027
312190462 127316497 26372
605110745 114437052 17400
926688818 963548456 11445
975512347 950213014 47356
953280291 527681664 10571
335053449 617621342 15647
956113090 276835006 38943
670938316 976633764 40001
239554497 745683146 28884
108898832 204024091 14188
628746977 411740975 46346
426429238 670849678 41416
320916303 387297713 14078
684017439 852306330 23974
253895227 260048337 38014
938272236 538296701 25536
992835212 735255536 44711
451637006 870520044 10517
330918656 425023356 36890
906991779 525948716 27824
103927349 726144831 12369
465915026 727895417 11712
249428006 874148541 39012
160539397 740940724 22520
535692998 425707414 10706
878367720 467819098 33997
859174549 489724963 24710
964824322 330807390 37622
777203056 972776309 19671
516612283 206349435 24373
228524783 634641097 13960
609981603 390853482 16085
504279317 347061147 24114
468922470 473263808 45481
493676526 659243861 33066
691048634 629508804 17849
122510309 936599901 28998
832406339 175548632 23457
987242914 249962219 37938
256757435 778123598 21956
292794032 672624709 34167
846131451 330744520 29803
320249296 964550211 43189
780600496 551216932 27143
640432807 650267385 20533
929099534 742179748 25160
161614787 899744675 22362
354760229 265409734 29547
537862447 260393017 27654
780307396 359776759 13220
793948759 425104424 21344
615333613 127535436 31412
725329450 304838291 17890
406510721 759800618 20915
799444023 492399001 16337
455945026 654803834 37094
406748351 498224004 37150
462185393 837538886 24733
668342071 892264441 28712
156496351 534817111 22435
974063738 376145444 32027
631120886 548377398 34383
830536701 879508620 44222
478479924 465472403 27807
818174757 601588508 43197
648586364 318816531 36732
289858501 675986589 26510
645752667 907039293 42384
107040962 531204278 37818
300727234 594661112 37450
388555943 979635847 42017
343640444 284237461 39813
601595640 469422729 36462
791759240 916377991 32656
783011110 109080000 28996
652578508 880808629 39949
765111137 982470578 14612
791602192 434338421 16719
588339047 190541364 29959
116282500 604759158 16217
917111604 267454148 32212
247688717 672558296 48128
604790047 372380556 25552
575983006 700596280 31982
818212558 372521699 28958
930492830 904708624 23752
849180587 408814063 13714
353895058 981011686 21156
151154179 164270456 13212
203646344 878342747 27169
933363596 273480325 15675
639900714 562445652 31328
700260803 991445630 15743
781864207 143739133 40334
481453055 651864661 41039
660948615 528481776 22490
246575546 275975634 42004
920211865 290807270 25140
394666047 425412719 22833
744657332 333129099 47593
106461293 227240995 12025
509713474 516581674 43706
258809904 365401434 35003
826245934 780748047 33376
571850962 377998723 19413
911466511 796365803 43398
512954281 730358826 30165
302356234 726584941 13176
826982382 952437503 25701
570209364 612203707 35319
708434568 456662474 29457
448204027 101743094 39513
335976780 731395353 33121
137326612 267710921 37705
574278282 236178358 43585
241749492 834750050 29487
572859619 286684963 14706
285498614 339633757 41107
110737739 214945250 23422
993574900 575406898 44517
364391336 764606201 17987
605878741 680440616 19219
677850459 821758758 40991
690964796 126057817 24697
763947176 941554303 18068
935916621 305486550 19439
318275899 380082341 46486
961099806 547086080 45568
208329768 604028171 30412
499884925 234487614 25419
866219297 890214820 34630
651083572 100896028 12947
244294508 240302669 41293
110613363 543875437 49467
892181405 315272210 47806
694701112 795143608 13716
896038617 482870388 42682
463278778 347019954 29592
409172691 655514603 24675
940517991 905302525 26369
496644156 154175551 42432
898388484 248801276 45188
188626958 335263235 28437
736946962 345231878 33718
745182100 581617935 43376
805085111 930616772 33274
750881176 448317093 34415
265948176 132639706 48724
150041858 209861350 41474
414494405 101505600 31539
615976351 170573842 42158
480922119 546362810 35324
558934138 888443156 36312
255380254 658403950 20529
376348166 382318179 37710
634619148 519572227 22816
471501091 653161021 41919
908768323 650382167 47440
321634362 119906236 27215
699274038 727875668 12175
150691836 999005060 32537
879109865 567529666 31307
928325567 461853299 41483
448765167 172578708 14722
326101965 160821939 14109
239584796 340411439 23105
559941502 811742861 39080
385551702 890456779 36677
605495488 335580637 40701
172159586 668420427 16573
876638048 783400699 27728
251430623 538169642 44507
394157131 501678324 24663
119825347 260182932 46628
637716342 850706008 49941
361430993 721864735 21047
637925533 580585151 34257
565584036 194641402 11685
247296973 164870447 45245
828386111 513222007 13822
908702451 160024018 10641
597877303 325360650 46237
557899497 881044058 33164
224122712 979595975 30460
193703762 792018055 47008
765379052 190361258 34561
654536339 953648887 42819
335864870 595713234 11392
661617416 163750163 34881
468294192 882726206 45430
556279575 892344488 43999
465458541 205169021 15433
317164352 316140762 33865
499082361 918588508 47074
833902822 446514224 37045
294589567 685925736 26645
915362949 574839009 29084
193534267 692468024 27880
285226975 169990705 16506
217732067 529176734 34959
237997090 864136492 46578
625212802 661290363 47516
586948384 307444976 25645
559903872 469212319 38755
406613929 881688417 15552
687769682 520233675 22805
326312135 668044902 25997
635855501 369159683 21313
259226463 788880336 17514
130429047 318106832 32193
